_id,year,tmID,games,minutes,points,steals,blocks
wrighta01w,2006,SEA,33,508,124,11,2
wrighta01w,2007,SEA,34,547,139,31,2
wrighta01w,2008,SEA,34,808,268,31,8
wrighta01w,2009,SEA,33,1072,404,50,10
wrighta01w,2010,SEA,34,988,313,41,9
wrighta01w,2011,SEA,33,953,332,40,1
wrighta01w,2012,SEA,32,953,253,38,4
wyckobr01w,2001,ORL,32,648,108,26,15
wyckobr01w,2002,ORL,32,514,81,19,18
wyckobr01w,2003,CON,34,755,156,33,19
wyckobr01w,2005,CON,34,596,105,13,9
wyckobr01w,2006,CHI,15,345,50,14,12
wyckobr01w,2007,CHI,34,520,98,20,18
wyckobr01w,2008,CHI,34,594,75,14,20
wyckobr01w,2009,CHI,27,531,83,10,20
wynneda01w,1998,COL,42,414,177,13,13
wynneda01w,1999,COL,13,332,130,19,8
wynneda01w,2001,SAC,1,3,2,0,1
yamasli01w,2002,MIA,15,147,52,4,1
yamasli01w,2003,NYL,24,148,16,4,0
yasenco01w,1997,SAC,19,188,52,18,2
yilmane01w,2003,PHO,5,34,14,0,0
yilmane01w,2004,SAS,7,77,19,3,1
youngca01w,1997,NEW,40,1399,847,79,5
youngca01w,1998,NEW,44,1581,963,81,3
youngca01w,1999,NEW,5,174,100,5,0
youngca01w,2001,POR,23,279,111,14,1
youngca01w,2002,POR,19,186,83,4,0
youngso01w,2006,SAS,34,1057,408,57,13
youngso01w,2007,SAS,33,1106,553,49,12
youngso01w,2008,SAS,33,1054,576,53,17
youngso01w,2009,SAS,33,1113,600,44,16
youngso01w,2010,SAS,34,1082,521,54,9
youngso01w,2011,SAS,33,1043,435,67,16
youngso01w,2012,SAS,33,1,537,74,13
youngta01w,2008,ATL,33,745,240,30,10
youngta01w,2009,ATL,11,73,30,6,1
youngta01w,2009,CHI,10,129,50,7,4
youngta01w,2010,CHI,32,595,217,25,7
youngta01w,2011,CHI,33,792,260,37,9
youngta01w,2012,CHI,33,804,272,34,6
zakalok01w,2000,DET,23,258,89,5,13
zakalok01w,2002,DET,3,10,2,0,1
zakalok01w,2002,PHO,5,37,6,0,0
zarafr01w,2005,SEA,34,413,90,16,1
zellosh01w,2009,DET,34,802,406,27,17
zellosh01w,2010,IND,27,418,160,12,16
zellosh01w,2010,IND,27,418,160,12,16
zellosh01w,2010,TUL,4,67,16,2,0
zellosh01w,2011,IND,33,463,181,12,15
zellosh01w,2012,IND,31,692,234,23,15
zhengha01w,1997,LAS,28,557,259,11,20
zhengha01w,1998,LAS,6,98,45,0,1
zirkozu01w,2003,WAS,6,30,11,0,0
zollsh01w,2008,MIN,6,30,10,1,0
